,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.3, 'n_hidden': 5, 'hidden_1': 41, 'hidden_2': 85, 'hidden_3': 65, 'hidden_4': 5, 'hidden_5': 98}"
val mse,99.30032348632812
test mse,881.4916
total time,22.385421991348267
function calls,180
iterations,9
