,Value
best model,"{'model': 'mlp', 'learning_rate': 0.001, 'dropout': 0.3, 'n_hidden': 1, 'hidden_1': 96, 'hidden_2': 57, 'hidden_3': 90, 'hidden_4': 72, 'hidden_5': 70}"
val mse,112.01324462890625
test mse,830.4616
total time,36.281368255615234
function calls,180
iterations,18
