,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.0, 'n_hidden': 4, 'hidden_1': 78, 'hidden_2': 82, 'hidden_3': 94, 'hidden_4': 5, 'hidden_5': 26}"
val mse,104.15475463867188
test mse,795.64594
total time,25.684010982513428
function calls,180
iterations,4
