,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.4, 'n_hidden': 5, 'hidden_1': 41, 'hidden_2': 87, 'hidden_3': 65, 'hidden_4': 5, 'hidden_5': 98}"
val mse,100.96791076660156
test mse,960.259
total time,17.834379196166992
function calls,180
iterations,9
