,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.2, 'n_hidden': 4, 'hidden_1': 37, 'hidden_2': 81, 'hidden_3': 47, 'hidden_4': 79, 'hidden_5': 100}"
val mse,100.68759155273438
test mse,894.5739
total time,30.84043860435486
function calls,180
iterations,3
