,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,mlp,0.001,0.6,2,89,6,69,44,58
1,lstm,0.001,0.6,2,34,10,32,38,45
2,lstm,0.0001,0.0,2,18,12,22,37,42
3,lstm,0.001,0.2,2,51,12,44,37,42
4,lstm,0.001,0.6,2,89,8,58,41,51
5,lstm,0.001,0.2,2,51,12,44,37,42
6,lstm,0.001,0.2,2,64,9,44,39,47
7,lstm,0.001,0.3,2,72,8,52,44,50
8,lstm,0.001,0.6,2,89,6,69,44,58
9,lstm,0.001,0.2,2,64,8,44,39,47
10,lstm,0.001,0.2,2,64,9,44,39,47
11,lstm,0.001,0.2,2,68,8,48,39,47
12,mlp,0.001,0.6,2,89,6,69,44,58
13,lstm,0.001,0.5,2,86,6,66,43,47
14,mlp,0.001,0.6,2,89,6,69,44,58
15,lstm,0.001,0.3,2,72,8,52,40,50
16,mlp,0.001,0.6,2,89,6,69,44,58
17,lstm,0.001,0.6,2,69,6,49,40,49
18,mlp,0.001,0.6,2,89,9,69,44,47
19,mlp,0.001,0.6,2,89,9,69,44,47
20,mlp,0.001,0.6,2,89,7,69,44,51
21,mlp,0.001,0.6,2,89,6,69,44,54
22,mlp,0.001,0.6,2,89,5,69,44,62
23,mlp,0.001,0.6,2,89,7,69,44,51
24,mlp,0.001,0.6,2,89,5,69,44,56
25,mlp,0.001,0.6,2,89,7,69,44,51
26,mlp,0.001,0.6,2,89,7,69,44,60
27,mlp,0.001,0.6,2,89,6,69,44,55
28,mlp,0.001,0.6,2,89,5,69,44,62
29,mlp,0.001,0.6,2,89,5,69,44,56
30,mlp,0.001,0.6,2,89,7,69,44,51
31,mlp,0.001,0.6,2,89,7,69,44,51
32,mlp,0.001,0.6,2,89,5,69,44,46
33,mlp,0.001,0.6,2,89,6,69,44,62
34,mlp,0.001,0.6,2,89,5,69,44,59
35,mlp,0.001,0.6,2,89,6,69,44,51
36,mlp,0.001,0.6,2,89,6,69,44,51
37,mlp,0.001,0.6,2,89,7,69,44,51
38,mlp,0.001,0.6,2,89,7,69,44,51
39,mlp,0.001,0.6,2,89,6,69,44,51
40,mlp,0.001,0.6,2,89,7,69,44,51
41,mlp,0.001,0.6,2,89,6,69,44,51
42,mlp,0.001,0.6,2,89,6,69,44,51
43,mlp,0.001,0.6,2,89,6,69,44,51
44,mlp,0.001,0.6,2,89,6,69,44,51
45,mlp,0.001,0.6,2,89,6,69,44,51
46,mlp,0.001,0.6,2,89,6,69,44,51
47,mlp,0.001,0.6,2,89,6,69,44,51
48,mlp,0.001,0.6,2,89,6,69,44,51
49,mlp,0.001,0.6,2,89,6,69,44,51
50,mlp,0.001,0.6,2,89,7,69,44,51
51,mlp,0.001,0.6,2,89,6,69,44,51
52,mlp,0.001,0.6,2,89,6,69,44,51
53,mlp,0.001,0.6,2,89,6,69,44,51
54,mlp,0.001,0.6,2,89,7,69,44,51
55,mlp,0.001,0.6,2,89,7,69,44,51
56,mlp,0.001,0.6,2,89,7,69,44,51
57,mlp,0.001,0.6,2,89,7,69,44,51
58,mlp,0.001,0.6,2,89,7,69,44,51
59,mlp,0.001,0.6,2,89,6,69,44,51
60,mlp,0.001,0.6,2,89,6,69,44,51
61,mlp,0.001,0.6,2,89,6,69,44,51
62,mlp,0.001,0.6,2,89,7,69,44,51
63,mlp,0.001,0.6,2,89,6,69,44,51
64,mlp,0.001,0.6,2,89,7,69,44,51
65,mlp,0.001,0.6,2,89,6,69,44,51
66,mlp,0.001,0.6,2,89,6,69,44,51
67,mlp,0.001,0.6,2,89,7,69,44,51
68,mlp,0.001,0.6,2,89,6,69,44,51
69,mlp,0.001,0.6,2,89,6,69,44,51
70,mlp,0.001,0.6,2,89,7,69,44,51
71,mlp,0.001,0.6,2,89,6,69,44,51
72,mlp,0.001,0.6,2,89,6,69,44,51
73,mlp,0.001,0.6,2,89,7,69,44,51
74,mlp,0.001,0.6,2,89,6,69,44,51
75,mlp,0.001,0.6,2,89,7,69,44,51
76,mlp,0.001,0.6,2,89,6,69,44,51
77,mlp,0.001,0.6,2,89,7,69,44,51
78,mlp,0.001,0.6,2,89,6,69,44,51
79,mlp,0.001,0.6,2,89,6,69,44,51
80,mlp,0.001,0.6,2,89,6,69,44,51
81,mlp,0.001,0.6,2,89,5,69,44,51
82,mlp,0.001,0.6,2,89,7,69,44,51
83,mlp,0.001,0.6,2,89,6,69,44,51
84,mlp,0.001,0.6,2,89,6,69,44,51
85,mlp,0.001,0.6,2,89,6,69,44,51
86,mlp,0.001,0.6,2,89,6,69,44,51
87,mlp,0.001,0.6,2,89,7,69,44,51
88,mlp,0.001,0.6,2,89,6,69,44,51
89,mlp,0.001,0.6,2,89,7,69,44,51
