,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.1, 'n_hidden': 1, 'hidden_1': 94, 'hidden_2': 71, 'hidden_3': 10, 'hidden_4': 77, 'hidden_5': 77}"
val mse,1771.5673828125
test mse,11907.126
total time,55.14225482940674
function calls,180
iterations,9
