,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.2, 'n_hidden': 1, 'hidden_1': 45, 'hidden_2': 57, 'hidden_3': 17, 'hidden_4': 81, 'hidden_5': 71}"
val mse,98.37583923339844
test mse,871.3675
total time,26.657235622406006
function calls,180
iterations,3
