,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,1,44,96,55,71,34
1,lstm,0.1,0.8,5,34,71,89,90,12
2,lstm,0.1,0.8,5,34,71,55,90,12
3,lstm,0.1,0.0,5,34,71,55,90,12
4,lstm,0.1,0.8,5,34,71,55,80,12
5,lstm,0.1,0.8,5,34,71,55,90,12
6,lstm,0.1,0.8,1,44,96,27,71,40
7,lstm,0.1,0.8,3,34,71,55,90,12
8,lstm,0.1,0.8,5,34,71,55,90,12
9,lstm,0.1,0.0,5,34,71,55,90,12
10,lstm,0.1,0.0,5,34,71,55,90,12
11,mlp,0.1,0.0,1,44,6,69,71,58
12,lstm,0.1,0.0,2,18,12,22,37,42
13,mlp,0.1,0.0,1,44,97,31,71,58
14,mlp,0.1,0.0,2,18,6,22,37,42
15,mlp,0.1,0.0,2,44,6,22,37,42
16,mlp,0.1,0.0,2,44,6,22,37,42
17,mlp,0.1,0.0,2,44,6,22,37,42
18,lstm,0.1,0.0,5,34,97,55,71,58
19,lstm,0.1,0.0,5,34,97,55,71,58
20,mlp,0.1,0.0,2,44,6,22,73,42
21,lstm,0.1,0.0,5,34,18,55,46,58
22,lstm,0.1,0.0,3,34,71,55,90,12
23,mlp,0.1,0.0,2,34,6,22,37,42
24,lstm,0.1,0.0,5,34,71,55,90,12
25,lstm,0.1,0.0,5,34,71,55,90,12
26,lstm,0.1,0.0,5,34,97,55,71,58
27,mlp,0.1,0.0,1,44,98,31,71,58
28,mlp,0.1,0.0,1,44,97,31,71,58
29,mlp,0.1,0.0,1,44,97,31,71,58
30,lstm,0.1,0.0,5,34,71,55,65,12
31,mlp,0.1,0.0,2,44,6,22,37,42
32,lstm,0.1,0.0,5,34,97,55,71,58
33,lstm,0.1,0.0,5,34,71,55,90,12
34,mlp,0.1,0.0,2,44,6,22,80,42
35,mlp,0.1,0.0,2,44,6,22,37,42
