,Value
best model,"{'model': 'mlp', 'learning_rate': 0.001, 'dropout': 0.6, 'n_hidden': 2, 'hidden_1': 89, 'hidden_2': 6, 'hidden_3': 22, 'hidden_4': 37, 'hidden_5': 58}"
val mse,2252.8447265625
test mse,8666.665
total time,111.69690132141113
function calls,180
iterations,18
