,Value
best model,"{'model': 'mlp', 'learning_rate': 0.001, 'dropout': 0.6, 'n_hidden': 2, 'hidden_1': 72, 'hidden_2': 7, 'hidden_3': 69, 'hidden_4': 44, 'hidden_5': 58}"
val mse,1782.4283447265625
test mse,11648.421
total time,20.677185535430908
function calls,180
iterations,90
