,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.2, 'n_hidden': 3, 'hidden_1': 36, 'hidden_2': 71, 'hidden_3': 89, 'hidden_4': 91, 'hidden_5': 46}"
val mse,103.08828735351562
test mse,801.72925
total time,19.955301523208618
function calls,180
iterations,9
