,Value
best model,"{'model': 'mlp', 'learning_rate': 0.0001, 'dropout': 0.3, 'n_hidden': 2, 'hidden_1': 90, 'hidden_2': 45, 'hidden_3': 97, 'hidden_4': 68, 'hidden_5': 64}"
val mse,1782.8411865234375
test mse,11636.154
total time,45.71363043785095
function calls,180
iterations,9
