,Value
best model,"{'model': 'mlp', 'learning_rate': 0.1, 'dropout': 0.4, 'n_hidden': 3, 'hidden_1': 100, 'hidden_2': 23, 'hidden_3': 28, 'hidden_4': 29, 'hidden_5': 76}"
val mse,2267.098876953125
test mse,8632.196
total time,85.7768771648407
function calls,180
iterations,3
