,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,mlp,0.1,0.4,3,100,23,28,29,76
1,lstm,0.1,0.2,4,58,5,10,97,59
2,lstm,0.1,0.2,4,58,5,10,97,59
