,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.1, 'n_hidden': 1, 'hidden_1': 94, 'hidden_2': 71, 'hidden_3': 10, 'hidden_4': 77, 'hidden_5': 77}"
val mse,1793.5421142578125
test mse,11761.015
total time,45.62864804267883
function calls,180
iterations,9
