,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.6, 'n_hidden': 5, 'hidden_1': 44, 'hidden_2': 61, 'hidden_3': 89, 'hidden_4': 61, 'hidden_5': 6}"
val mse,122.06285858154297
test mse,758.66736
total time,38.501792430877686
function calls,180
iterations,18
