,iteration,start_time,end_time,val_mse
0,1,1632121148.2421746,1632121150.2257752,1783.11181640625
1,2,1632121150.2289176,1632121151.9111435,1775.5224609375
2,3,1632121151.9144487,1632121153.9042487,1781.1641845703125
3,4,1632121153.907539,1632121156.2179754,1774.6263427734375
4,5,1632121156.2212481,1632121158.7749283,1778.591796875
5,6,1632121158.7782404,1632121161.1073077,1776.661865234375
6,7,1632121161.110618,1632121163.397324,1781.115234375
7,8,1632121163.400541,1632121165.8413012,1781.1368408203125
8,9,1632121165.8445425,1632121168.2133362,1777.544921875
9,10,1632121168.216529,1632121170.6293788,1777.7540283203125
10,11,1632121170.632605,1632121172.8079548,1772.4715576171875
11,12,1632121172.8112347,1632121174.9703643,1777.065673828125
12,13,1632121174.9736726,1632121177.0920691,1770.8173828125
13,14,1632121177.0953383,1632121179.2458532,1769.634033203125
14,15,1632121179.249055,1632121181.2526336,1775.6568603515625
15,16,1632121181.2557938,1632121183.1809237,1773.4512939453125
16,17,1632121183.1842325,1632121185.1602845,1776.148681640625
17,18,1632121185.1635153,1632121187.005548,1771.36865234375
18,19,1632121187.0087678,1632121188.9734018,1776.5286865234375
19,20,1632121188.9766986,1632121190.7764404,1771.2843017578125
20,21,1632121190.779709,1632121192.530954,1773.682861328125
21,22,1632121192.5342007,1632121194.3323746,1775.6666259765625
