,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,mlp,0.01,0.5,5,38,92,64,5,94
1,mlp,0.1,0.1,1,10,51,55,59,34
2,mlp,0.01,0.4,2,93,37,17,4,83
3,mlp,0.01,0.0,4,76,63,81,7,78
