,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.0, 'n_hidden': 5, 'hidden_1': 38, 'hidden_2': 89, 'hidden_3': 68, 'hidden_4': 5, 'hidden_5': 94}"
val mse,101.47770690917969
test mse,826.2709
total time,21.493639707565308
function calls,180
iterations,9
