,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.2, 'n_hidden': 5, 'hidden_1': 55, 'hidden_2': 92, 'hidden_3': 39, 'hidden_4': 5, 'hidden_5': 94}"
val mse,2271.9306640625
test mse,8558.365
total time,84.26245903968811
function calls,180
iterations,4
