,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.8, 'n_hidden': 3, 'hidden_1': 26, 'hidden_2': 11, 'hidden_3': 17, 'hidden_4': 11, 'hidden_5': 20}"
val mse,2264.779052734375
test mse,8584.689
total time,93.36249542236328
function calls,180
iterations,3
