,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,mlp,1e-05,0.9,4,30,28,86,55,81
1,lstm,0.1,0.6,3,98,69,23,45,37
2,mlp,1e-05,0.8,3,26,11,17,11,20
