,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.0, 'n_hidden': 4, 'hidden_1': 78, 'hidden_2': 92, 'hidden_3': 94, 'hidden_4': 5, 'hidden_5': 26}"
val mse,100.68074035644531
test mse,780.6825
total time,29.724210023880005
function calls,180
iterations,3
