,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.6, 'n_hidden': 5, 'hidden_1': 99, 'hidden_2': 71, 'hidden_3': 77, 'hidden_4': 90, 'hidden_5': 12}"
val mse,1792.61572265625
test mse,11462.359
total time,81.8159077167511
function calls,180
iterations,36
