,iteration,start_time,end_time,val_mse
0,1,1632065355.185596,1632065361.5911486,100.15252685546875
1,2,1632065361.5987384,1632065367.350142,106.43414306640625
2,3,1632065367.358112,1632065373.4798949,105.77338409423828
3,4,1632065373.4879751,1632065380.0957956,104.93831634521484
