,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.5, 'n_hidden': 5, 'hidden_1': 38, 'hidden_2': 92, 'hidden_3': 64, 'hidden_4': 5, 'hidden_5': 94}"
val mse,107.12539672851562
test mse,889.4077
total time,22.577070713043213
function calls,180
iterations,9
