,Value
best model,"{'model': 'mlp', 'learning_rate': 0.01, 'dropout': 0.2, 'n_hidden': 4, 'hidden_1': 37, 'hidden_2': 81, 'hidden_3': 47, 'hidden_4': 79, 'hidden_5': 100}"
val mse,99.72185516357422
test mse,796.4686
total time,27.783578872680664
function calls,180
iterations,4
