,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.0001,0.0,2,18,12,22,37,42
1,lstm,0.0001,0.0,2,18,12,22,37,42
2,lstm,0.0001,0.0,2,18,12,22,37,42
3,lstm,0.001,0.0,2,63,12,61,37,42
4,lstm,0.001,0.6,2,75,5,63,41,52
5,lstm,0.0001,0.0,2,75,5,63,41,42
6,lstm,0.001,0.6,2,18,5,63,37,52
7,lstm,0.001,0.6,2,18,6,63,37,50
8,lstm,0.001,0.0,2,18,11,63,37,52
9,lstm,0.001,0.6,2,18,5,57,37,52
10,lstm,0.0001,0.0,2,18,12,22,37,42
11,lstm,0.0001,0.0,2,18,11,24,37,42
12,lstm,0.001,0.6,2,18,5,63,37,52
13,lstm,0.001,0.0,2,18,5,61,37,42
14,lstm,0.001,0.6,2,18,5,63,37,52
15,lstm,0.001,0.4,2,18,6,54,37,52
16,lstm,0.0001,0.0,2,18,6,52,37,51
17,lstm,0.001,0.0,2,18,12,54,37,42
18,lstm,0.001,0.0,2,18,6,54,37,43
19,lstm,0.001,0.0,2,18,6,54,37,42
20,lstm,0.001,0.0,2,18,12,54,37,42
21,lstm,0.001,0.0,2,18,6,54,37,52
22,lstm,0.001,0.0,2,18,12,54,37,52
23,lstm,0.001,0.0,2,18,12,54,37,42
24,lstm,0.001,0.4,2,18,12,54,37,42
25,lstm,0.001,0.0,2,18,12,54,37,42
26,lstm,0.001,0.0,2,18,12,54,37,42
27,lstm,0.001,0.0,2,18,12,54,37,42
28,lstm,0.001,0.4,2,18,5,54,37,52
29,lstm,0.001,0.4,2,18,7,54,37,50
30,lstm,0.001,0.3,2,18,8,54,37,50
31,lstm,0.001,0.3,2,18,7,54,37,42
32,lstm,0.001,0.4,2,18,7,54,37,42
33,lstm,0.001,0.0,2,18,7,54,37,50
34,lstm,0.001,0.0,2,18,11,54,37,43
35,lstm,0.001,0.4,2,18,6,54,37,50
36,lstm,0.001,0.4,2,18,7,54,37,50
37,lstm,0.001,0.0,2,18,11,54,37,42
38,lstm,0.001,0.3,2,18,7,54,37,50
39,lstm,0.001,0.0,2,18,12,54,37,42
40,lstm,0.001,0.0,2,18,7,54,37,50
41,lstm,0.001,0.4,2,18,11,54,37,50
42,lstm,0.001,0.0,2,18,12,54,37,42
43,lstm,0.001,0.0,2,18,12,54,37,42
44,lstm,0.001,0.4,2,18,12,54,37,50
45,lstm,0.001,0.0,2,18,12,54,37,42
46,lstm,0.001,0.4,2,18,12,54,37,50
47,lstm,0.001,0.4,2,18,4,54,37,50
48,lstm,0.001,0.0,2,18,12,54,37,42
49,lstm,0.001,0.4,2,18,7,54,37,50
50,lstm,0.001,0.0,2,18,7,54,37,50
51,lstm,0.001,0.4,2,18,12,54,37,50
52,lstm,0.001,0.0,2,18,12,54,37,42
53,lstm,0.001,0.0,2,18,12,54,37,42
54,lstm,0.001,0.4,2,18,7,54,37,50
55,lstm,0.001,0.0,2,18,7,54,37,42
56,lstm,0.001,0.0,2,18,10,54,37,43
57,lstm,0.001,0.4,2,18,7,54,37,50
58,lstm,0.001,0.0,2,18,8,54,37,48
59,lstm,0.001,0.4,2,18,7,54,37,50
60,lstm,0.001,0.0,2,18,12,54,37,50
61,lstm,0.001,0.0,2,18,12,54,37,50
62,lstm,0.001,0.0,2,18,12,54,37,42
63,lstm,0.001,0.0,2,18,7,54,37,42
64,lstm,0.001,0.4,2,18,7,54,37,50
65,lstm,0.001,0.5,2,18,5,54,37,50
66,lstm,0.001,0.0,2,18,12,54,37,48
67,lstm,0.001,0.4,2,18,7,54,37,50
68,lstm,0.001,0.4,2,18,7,54,37,50
69,lstm,0.001,0.0,2,18,12,54,37,42
70,lstm,0.001,0.0,2,18,12,54,37,43
71,lstm,0.001,0.4,2,18,7,54,37,50
72,lstm,0.001,0.6,2,18,7,54,37,50
73,lstm,0.001,0.0,2,18,12,54,37,43
74,lstm,0.001,0.4,2,18,12,54,37,50
75,lstm,0.001,0.4,2,18,10,54,37,50
76,lstm,0.001,0.4,2,18,4,54,37,50
77,lstm,0.001,0.4,2,18,7,54,37,50
78,lstm,0.001,0.4,2,18,16,54,37,50
79,lstm,0.001,0.4,2,18,7,54,37,50
80,lstm,0.001,0.4,2,18,7,54,37,50
81,lstm,0.001,0.4,2,18,12,54,37,50
82,lstm,0.001,0.4,2,18,7,54,37,50
83,lstm,0.001,0.4,2,18,12,54,37,50
84,lstm,0.001,0.4,2,18,7,54,37,50
85,lstm,0.001,0.4,2,18,7,54,37,50
86,lstm,0.001,0.4,2,18,7,54,37,50
87,lstm,0.001,0.4,2,18,7,54,37,50
88,lstm,0.001,0.4,2,18,12,54,37,50
89,lstm,0.001,0.4,2,18,11,54,37,50
