,iteration,start_time,end_time,val_mse
0,1,1631654264.3780086,1631654268.7332826,2272.406005859375
1,2,1631654268.735362,1631654274.5016618,2272.175537109375
2,3,1631654274.5048149,1631654280.7374754,2271.75048828125
3,4,1631654280.7416933,1631654288.8759818,2271.751708984375
4,5,1631654288.8808804,1631654299.7762175,2271.839599609375
5,6,1631654299.7800386,1631654310.6769876,2271.77587890625
6,7,1631654310.6808796,1631654320.671746,2271.9580078125
7,8,1631654320.6765947,1631654331.4267232,2272.20654296875
8,9,1631654331.4308455,1631654342.3046386,2271.802734375
9,10,1631654342.309046,1631654352.332419,2272.02099609375
10,11,1631654352.3374531,1631654363.9384441,2270.3935546875
11,12,1631654363.9423604,1631654374.843786,2271.71337890625
12,13,1631654374.8476613,1631654385.6528294,2271.99267578125
13,14,1631654385.657789,1631654396.414803,2271.778076171875
14,15,1631654396.4192762,1631654408.1621058,2271.6923828125
15,16,1631654408.1665473,1631654419.0385072,2271.89208984375
16,17,1631654419.0420685,1631654429.397756,2271.8916015625
17,18,1631654429.4022377,1631654440.469508,2272.357177734375
