,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.0001,0.0,2,18,12,22,37,42
1,lstm,0.001,0.3,2,53,8,45,40,50
2,lstm,0.0001,0.0,2,18,12,22,37,42
3,lstm,0.001,0.1,2,41,9,37,38,47
4,lstm,0.001,0.1,2,45,8,39,38,48
5,lstm,0.001,0.1,2,38,9,35,38,46
6,lstm,0.001,0.1,2,41,9,37,38,47
7,lstm,0.001,0.1,2,43,8,38,38,47
8,lstm,0.001,0.1,2,45,8,39,38,48
9,lstm,0.001,0.1,2,45,8,39,38,48
10,lstm,0.001,0.1,2,45,8,39,38,48
11,lstm,0.001,0.1,2,45,8,39,38,48
12,lstm,0.001,0.1,2,43,8,38,38,47
13,lstm,0.001,0.1,2,38,9,35,38,46
14,lstm,0.001,0.1,2,45,8,39,38,48
15,lstm,0.001,0.1,2,45,8,39,38,48
16,lstm,0.001,0.1,2,44,8,38,38,47
17,lstm,0.001,0.1,2,43,8,37,38,46
18,lstm,0.001,0.1,2,44,8,38,38,47
19,lstm,0.001,0.1,2,44,8,38,38,47
20,lstm,0.001,0.1,2,44,8,38,38,47
21,lstm,0.001,0.1,2,44,8,38,38,47
22,lstm,0.001,0.1,2,43,8,37,38,46
23,lstm,0.001,0.1,2,45,8,39,38,48
24,lstm,0.001,0.1,2,44,8,38,38,47
25,lstm,0.001,0.1,2,44,8,38,38,47
26,lstm,0.001,0.1,2,44,8,38,38,47
27,lstm,0.001,0.1,2,44,8,38,38,47
28,lstm,0.001,0.1,2,45,8,39,38,48
29,lstm,0.001,0.1,2,44,8,38,38,47
30,lstm,0.001,0.1,2,44,8,38,38,47
31,lstm,0.001,0.1,2,43,8,37,38,46
32,lstm,0.001,0.1,2,44,8,38,38,47
33,lstm,0.001,0.1,2,44,8,38,38,47
34,lstm,0.001,0.1,2,45,8,39,38,48
35,lstm,0.001,0.1,2,44,8,38,38,47
36,lstm,0.001,0.1,2,44,8,38,38,47
37,lstm,0.001,0.1,2,44,8,38,38,47
38,lstm,0.001,0.1,2,44,8,38,38,47
39,lstm,0.001,0.1,2,44,8,38,38,47
40,lstm,0.001,0.1,2,45,8,39,38,48
41,lstm,0.001,0.1,2,45,8,39,38,48
42,lstm,0.001,0.1,2,44,8,38,38,47
43,lstm,0.001,0.1,2,44,8,38,38,47
44,lstm,0.001,0.1,2,45,8,39,38,48
45,lstm,0.001,0.1,2,43,8,37,38,46
46,lstm,0.001,0.1,2,44,8,38,38,47
47,lstm,0.001,0.1,2,43,8,37,38,46
48,lstm,0.001,0.1,2,44,8,38,38,47
49,lstm,0.001,0.1,2,44,8,38,38,47
50,lstm,0.001,0.1,2,44,8,38,38,47
51,lstm,0.001,0.1,2,43,8,37,38,46
52,lstm,0.001,0.1,2,45,8,39,38,48
53,lstm,0.001,0.1,2,45,8,39,38,48
54,lstm,0.001,0.1,2,44,8,38,38,47
55,lstm,0.001,0.1,2,44,8,38,38,47
56,lstm,0.001,0.1,2,44,8,38,38,47
57,lstm,0.001,0.1,2,44,8,38,38,47
58,lstm,0.001,0.1,2,43,8,37,38,46
59,lstm,0.001,0.1,2,44,8,38,38,47
60,lstm,0.001,0.1,2,43,8,37,38,46
61,lstm,0.001,0.1,2,45,8,39,38,48
62,lstm,0.001,0.1,2,44,8,38,38,47
63,lstm,0.001,0.1,2,44,8,38,38,47
64,lstm,0.001,0.1,2,43,8,37,38,46
65,lstm,0.001,0.1,2,45,8,39,38,48
66,lstm,0.001,0.1,2,44,8,38,38,47
67,lstm,0.001,0.1,2,45,8,39,38,48
68,lstm,0.001,0.1,2,45,8,39,38,48
69,lstm,0.001,0.1,2,44,8,38,38,47
70,lstm,0.001,0.1,2,45,8,39,38,48
71,lstm,0.001,0.1,2,44,8,38,38,47
72,lstm,0.001,0.1,2,43,8,37,38,46
73,lstm,0.001,0.1,2,44,8,38,38,47
74,lstm,0.001,0.1,2,44,8,38,38,47
75,lstm,0.001,0.1,2,44,8,38,38,47
76,lstm,0.001,0.1,2,44,8,38,38,47
77,lstm,0.001,0.1,2,44,8,38,38,47
78,lstm,0.001,0.1,2,44,8,38,38,47
79,lstm,0.001,0.1,2,45,8,39,38,48
80,lstm,0.001,0.1,2,44,8,38,38,47
81,lstm,0.001,0.1,2,45,8,39,38,48
82,lstm,0.001,0.1,2,44,8,38,38,47
83,lstm,0.001,0.1,2,44,8,38,38,47
84,lstm,0.001,0.1,2,44,8,38,38,47
85,lstm,0.001,0.1,2,44,8,38,38,47
86,lstm,0.001,0.1,2,43,8,37,38,46
87,lstm,0.001,0.1,2,45,8,39,38,48
88,lstm,0.001,0.1,2,44,8,38,38,47
89,lstm,0.001,0.1,2,43,8,37,38,46
