,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.9, 'n_hidden': 4, 'hidden_1': 30, 'hidden_2': 28, 'hidden_3': 86, 'hidden_4': 55, 'hidden_5': 81}"
val mse,2258.99169921875
test mse,8608.945
total time,84.73560333251953
function calls,180
iterations,4
