,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.0001,0.0,2,18,12,22,37,42
1,mlp,0.001,0.6,2,53,6,69,44,58
2,mlp,0.001,0.6,2,89,6,69,44,58
3,mlp,0.001,0.6,2,89,6,69,44,58
4,lstm,0.0001,0.0,2,18,12,22,37,42
5,mlp,0.001,0.6,2,89,6,69,44,42
6,lstm,0.0001,0.0,2,18,12,22,37,45
7,lstm,0.0001,0.0,2,18,12,22,37,42
8,mlp,0.001,0.1,2,89,10,69,44,58
9,mlp,0.001,0.1,2,66,10,69,44,58
10,lstm,0.0001,0.0,2,18,12,22,37,42
11,lstm,0.0001,0.0,2,26,12,27,37,42
12,mlp,0.001,0.1,2,89,10,69,44,58
13,mlp,0.001,0.1,2,89,10,69,44,58
14,lstm,0.0001,0.0,2,89,12,69,37,42
15,mlp,0.001,0.1,2,89,10,69,44,58
16,lstm,0.0001,0.0,2,89,10,69,37,56
17,mlp,0.001,0.1,2,89,10,69,44,58
18,mlp,0.001,0.1,2,89,10,69,44,58
19,lstm,0.0001,0.0,2,89,12,69,37,42
20,mlp,0.001,0.1,2,89,10,69,44,45
21,mlp,0.001,0.1,2,89,10,69,44,58
22,mlp,0.001,0.1,2,89,10,69,44,58
23,lstm,0.0001,0.0,2,89,12,69,37,42
24,mlp,0.0001,0.1,2,89,10,69,44,58
25,mlp,0.001,0.1,2,89,10,69,44,58
26,lstm,0.0001,0.0,2,89,12,69,37,42
27,mlp,0.001,0.1,2,89,10,69,37,58
28,lstm,0.0001,0.0,2,89,12,69,37,42
29,lstm,0.0001,0.0,2,89,12,69,37,42
30,mlp,0.001,0.1,2,89,10,69,44,58
31,mlp,0.001,0.1,2,89,10,69,44,58
32,mlp,0.001,0.1,2,89,10,69,44,58
33,mlp,0.001,0.1,2,89,10,69,44,58
34,mlp,0.001,0.1,2,89,10,69,44,58
35,mlp,0.001,0.1,2,89,10,69,44,58
36,mlp,0.001,0.1,2,89,10,69,44,58
37,lstm,0.0001,0.0,2,89,12,69,37,42
38,lstm,0.0001,0.0,2,89,12,69,37,42
39,mlp,0.001,0.1,2,89,10,69,44,43
40,mlp,0.001,0.1,2,89,10,69,44,58
41,mlp,0.001,0.1,2,89,11,69,44,58
42,mlp,0.001,0.1,2,89,10,69,44,58
43,lstm,0.0001,0.0,2,89,12,69,37,42
44,mlp,0.001,0.1,2,89,10,69,44,58
45,mlp,0.001,0.1,2,89,10,69,44,58
46,mlp,0.001,0.1,2,89,10,69,44,58
47,mlp,0.001,0.1,2,89,10,69,44,58
48,mlp,0.001,0.1,2,89,10,69,40,58
49,mlp,0.001,0.1,2,89,10,69,44,58
50,lstm,0.0001,0.0,2,89,12,69,37,42
51,mlp,0.001,0.1,2,89,10,69,44,58
52,mlp,0.001,0.1,2,89,10,69,44,58
53,lstm,0.0001,0.0,2,89,12,69,37,42
54,mlp,0.001,0.1,2,89,10,69,44,58
55,mlp,0.001,0.1,2,89,10,69,44,58
56,mlp,0.001,0.0,2,89,11,69,44,49
57,mlp,0.001,0.1,2,89,10,69,44,58
58,lstm,0.0001,0.0,2,89,12,69,37,42
59,mlp,0.001,0.1,2,89,10,69,44,58
60,mlp,0.001,0.1,2,89,10,69,37,58
61,lstm,0.0001,0.0,2,89,12,69,37,42
62,mlp,0.001,0.1,2,89,10,69,44,58
63,mlp,0.001,0.1,2,89,10,69,38,58
64,mlp,0.001,0.1,2,89,10,69,44,58
65,mlp,0.001,0.1,2,89,10,69,44,58
66,mlp,0.001,0.1,2,89,10,69,44,58
67,mlp,0.001,0.1,2,89,10,69,44,58
68,mlp,0.001,0.1,2,89,10,69,44,58
69,mlp,0.001,0.1,2,89,10,69,44,58
70,mlp,0.001,0.1,2,89,10,69,37,58
71,mlp,0.001,0.1,2,89,10,69,44,58
72,mlp,0.001,0.1,2,89,10,69,44,58
73,mlp,0.001,0.1,2,89,10,69,44,58
74,mlp,0.001,0.1,2,89,10,69,44,58
75,mlp,0.001,0.1,2,89,10,69,44,58
76,lstm,0.001,0.0,2,89,12,69,37,42
77,mlp,0.001,0.1,2,89,10,69,44,58
78,lstm,0.001,0.0,2,89,12,69,37,42
79,lstm,0.0001,0.0,2,89,12,69,37,42
80,mlp,0.001,0.1,2,89,12,69,44,58
81,mlp,0.001,0.1,2,89,10,69,44,58
82,mlp,0.001,0.1,2,89,10,69,44,58
83,mlp,0.001,0.1,2,89,10,69,44,58
84,lstm,0.001,0.1,2,89,10,69,44,58
85,lstm,0.001,0.1,2,89,10,69,44,52
86,lstm,0.0001,0.0,2,89,12,69,37,42
87,mlp,0.001,0.1,2,89,10,69,37,42
88,mlp,0.001,0.1,2,89,10,69,44,58
89,lstm,0.0001,0.0,2,89,12,69,37,42
