,Value
best model,"{'model': 'lstm', 'learning_rate': 0.1, 'dropout': 0.5, 'n_hidden': 5, 'hidden_1': 61, 'hidden_2': 22, 'hidden_3': 68, 'hidden_4': 71, 'hidden_5': 4}"
val mse,123.81248474121094
test mse,758.5776
total time,47.94794821739197
function calls,180
iterations,18
