,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5,lstm_layers
0,mlp,1e-05,0.2,1,11,26,37,12,14,5
1,mlp,0.0001,0.2,1,11,26,37,12,14,5
2,mlp,1e-05,0.2,1,11,26,40,12,14,5
3,lstm,1e-05,0.2,1,11,26,40,12,14,5
4,mlp,1e-05,0.2,1,11,26,40,12,14,5
5,mlp,1e-05,0.2,1,11,26,40,12,14,5
