,Value
best model,"{'model': 'mlp', 'learning_rate': 1e-05, 'dropout': 0.2, 'n_hidden': 1, 'hidden_1': 11, 'hidden_2': 26, 'hidden_3': 40, 'hidden_4': 12, 'hidden_5': 14, 'lstm_layers': 5}"
val mse,2222.95947265625
test mse,9377.518
total time,149.82425951957703
function calls,289
iterations,6
